region,task,ablation,r2,pearson,mae
iberia_2003,BC,cn_era5,0.5045600533485413,0.767665277717474,1.1278012834736728
iberia_2003,DC,cn_era5,0.5545326471328735,0.7845271209269224,0.018008137121796608
mediterranean_2003,BC,cn_era5,0.5937272906303406,0.7755195699720924,5.984374524814484
mediterranean_2003,DC,cn_era5,0.5830238461494446,0.7821268082150641,0.01113155297935009
eastern_europe_2010,BC,cn_era5,0.5484966039657593,0.7834791206174376,1.6630619938950986
eastern_europe_2010,DC,cn_era5,0.6569075584411621,0.821117537060029,0.026899054646492004
scandinavia_2018,BC,cn_era5,0.42102962732315063,0.6907605439785918,6.221076205292775
scandinavia_2018,DC,cn_era5,0.5019333362579346,0.7262558380237479,0.010098063386976719
